session_id,session_length,total_spend,avg_price,price_std,category_diversity,product_diversity,color_diversity,location_diversity,photo_diversity,page_diversity,country,month,day_of_week,avg_price_per_click,category_engagement,product_engagement,price_sensitivity,min_price,max_price,conversion_target,revenue_target
172,3,167,55.666666666666664,12.055427546683415,1,3,3,1,2,2,29,4,1,55.666666666666664,0.3333333333333333,1.0,0.2165645667068877,43,67,0,227.955
173,21,949,45.19047619047619,14.123098270631157,3,18,10,6,2,2,29,4,1,45.19047619047619,0.14285714285714285,0.8571428571428571,0.31252377627318684,28,67,1,3383.185
174,10,400,40.0,7.888106377466154,1,7,6,4,2,3,29,4,1,40.0,0.1,0.7,0.19720265943665385,28,48,1,840.0
175,1,57,57.0,,1,1,1,1,1,1,29,4,1,57.0,1.0,1.0,,57,57,0,65.83500000000001
176,1,67,67.0,,1,1,1,1,1,1,29,4,1,67.0,1.0,1.0,,67,67,0,77.385
177,3,124,41.333333333333336,5.773502691896256,2,3,3,3,1,2,29,4,1,41.333333333333336,0.6666666666666666,1.0,0.13968151673942555,38,48,0,177.32000000000002
179,3,171,57.0,5.0,1,3,2,2,1,2,29,4,1,57.0,0.3333333333333333,1.0,0.08771929824561403,52,62,0,233.41500000000002
180,1,33,33.0,,1,1,1,1,1,1,29,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
181,11,477,43.36363636363637,13.822248205503527,4,10,5,5,2,5,29,4,1,43.36363636363637,0.36363636363636365,0.9090909090909091,0.31875205505354043,23,62,1,1202.04
182,8,264,33.0,8.451542547285166,1,7,3,4,2,1,29,4,1,33.0,0.125,0.875,0.2561073499177323,23,43,1,498.96000000000004
183,16,752,47.0,12.780193008453876,3,16,8,3,2,1,29,4,1,47.0,0.1875,1.0,0.2719190001798697,28,82,1,2248.48
184,36,1459,40.52777777777778,11.535005383889045,3,36,11,6,2,4,29,4,1,40.52777777777778,0.08333333333333333,1.0,0.2846197353118613,20,62,1,7718.109999999999
185,1,28,28.0,,1,1,1,1,1,1,29,4,1,28.0,1.0,1.0,,28,28,0,32.34
186,7,225,32.142857142857146,10.399175791516225,2,7,5,4,2,4,29,4,1,32.142857142857146,0.2857142857142857,1.0,0.3235299135138381,20,52,1,420.7500000000001
187,8,284,35.5,5.976143046671968,2,8,6,5,2,2,29,4,1,35.5,0.25,1.0,0.1683420576527315,28,43,1,562.32
188,15,676,45.06666666666667,15.503302259595566,2,12,6,5,1,2,29,4,1,45.06666666666667,0.13333333333333333,0.8,0.3440081862336294,28,82,1,1859.0000000000002
189,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
190,4,139,34.75,12.996794476587935,2,4,4,3,1,2,29,4,1,34.75,0.5,1.0,0.3740084741464154,20,48,0,214.06
191,1,57,57.0,,1,1,1,1,1,1,29,4,1,57.0,1.0,1.0,,57,57,0,65.83500000000001
192,15,756,50.4,15.728954192825409,3,15,6,6,2,3,29,4,1,50.4,0.2,1.0,0.31208242446082163,28,82,1,2173.5
193,5,219,43.8,13.535139452550904,2,5,5,4,2,2,29,4,1,43.8,0.4,1.0,0.30902144868837683,28,62,0,361.35
194,9,332,36.888888888888886,10.833333333333334,3,9,5,6,2,3,29,4,1,36.888888888888886,0.3333333333333333,1.0,0.29367469879518077,23,48,1,725.4199999999998
195,5,185,37.0,2.23606797749979,3,5,5,3,2,2,29,4,1,37.0,0.6,1.0,0.06043426966215648,33,38,0,319.125
196,27,1118,41.407407407407405,11.669352560180414,3,26,10,6,2,4,29,4,1,41.407407407407405,0.1111111111111111,0.9629629629629629,0.28181799563941967,23,67,1,4757.09
197,6,271,45.166666666666664,10.85203513939513,3,6,5,4,2,1,9,4,1,45.166666666666664,0.5,1.0,0.24026646065081472,33,62,1,498.64
198,5,234,46.8,7.049822692805827,3,5,3,4,2,1,29,4,1,46.8,0.6,1.0,0.15063723702576554,38,57,0,403.65
199,1,48,48.0,,1,1,1,1,1,1,29,4,1,48.0,1.0,1.0,,48,48,0,55.440000000000005
200,6,254,42.333333333333336,21.435173586109972,2,6,3,5,1,2,29,4,1,42.333333333333336,0.3333333333333333,1.0,0.506342683136456,20,82,1,447.0400000000001
201,22,859,39.04545454545455,10.073431688060726,4,19,8,6,2,4,29,4,1,39.04545454545455,0.18181818181818182,0.8636363636363636,0.2579924297291455,20,62,1,3298.56
202,3,171,57.0,8.660254037844387,1,3,3,3,1,1,29,4,1,57.0,0.3333333333333333,1.0,0.151934281365691,52,67,0,233.41500000000002
203,2,76,38.0,0.0,1,2,2,2,2,1,29,4,1,38.0,0.5,1.0,0.0,38,38,0,95.76
204,1,28,28.0,,1,1,1,1,1,1,29,4,1,28.0,1.0,1.0,,28,28,0,32.34
205,2,95,47.5,13.435028842544403,1,2,2,2,1,2,29,4,1,47.5,0.5,1.0,0.282842712474619,38,57,0,119.7
